"state","name","dem","rep","other","totalvotes","margin","remainingvote"
"North Dakota","Grant",207,1145,29,1381,-938,"0%"
"North Dakota","Griggs",308,907,35,1250,-599,"0%"
"North Dakota","Hettinger",196,1091,25,1312,-895,"0%"
"North Dakota","Kidder",221,1215,24,1460,-994,"0%"
"North Dakota","LaMoure",527,1645,47,2219,-1118,"0%"
"North Dakota","Logan",128,930,18,1076,-802,"0%"
"North Dakota","McHenry",564,2364,75,3003,-1800,"0%"
"North Dakota","McIntosh",261,1153,41,1455,-892,"0%"
"North Dakota","McKenzie",814,4482,123,5419,-3668,"0%"
"North Dakota","McLean",1230,4198,108,5536,-2968,"0%"
"North Dakota","Mercer",704,3856,115,4675,-3152,"0%"
"North Dakota","Morton",3872,12243,504,16619,-8371,"0%"
"North Dakota","Mountrail",1256,2824,85,4165,-1568,"0%"
"North Dakota","Nelson",586,1141,50,1777,-555,"0%"
"North Dakota","Oliver",129,918,19,1066,-789,"0%"
"North Dakota","Pembina",786,2460,85,3331,-1674,"0%"
"North Dakota","Pierce",497,1585,46,2128,-1088,"0%"
"North Dakota","Ramsey",1639,3577,156,5372,-1938,"0%"
"North Dakota","Ransom",945,1418,91,2454,-473,"0%"
"North Dakota","Renville",220,1065,34,1319,-845,"0%"
"North Dakota","Richland",2510,5072,230,7812,-2562,"0%"
"North Dakota","Rolette",2482,1257,65,3804,1225,"0%"
"North Dakota","Sargent",738,1266,66,2070,-528,"0%"
"North Dakota","Sheridan",104,688,20,812,-584,"0%"
"North Dakota","Sioux",804,258,124,1186,546,"0%"
"North Dakota","Slope",44,380,3,427,-336,"0%"
"North Dakota","Stark",2499,12110,441,15050,-9611,"0%"
"North Dakota","Steele",392,652,44,1088,-260,"0%"
"North Dakota","Stutsman",2676,6994,289,9959,-4318,"0%"
"North Dakota","Towner",317,830,27,1174,-513,"0%"
"North Dakota","Traill",1493,2522,121,4136,-1029,"0%"
"North Dakota","Walsh",1333,3324,126,4783,-1991,"0%"
"North Dakota","Ward",7293,19974,979,28246,-12681,"0%"
"North Dakota","Wells",442,1893,39,2374,-1451,"0%"
"North Dakota","Williams",2169,11739,426,14334,-9570,"0%"
"Nebraska","Adams",4213,10085,NA,14602,-5872,"4%"
"Nebraska","Antelope",452,3093,NA,3583,-2641,"3%"
"Nebraska","Arthur",21,260,NA,284,-239,"7%"
"Nebraska","Banner",43,362,NA,410,-319,"10%"
"Nebraska","Blaine",35,280,NA,317,-245,"11%"
"Nebraska","Boone",499,2653,NA,3217,-2154,"1%"
"Nebraska","Box Butte",1051,4002,NA,5181,-2951,"6%"
"Nebraska","Boyd",135,1010,NA,1153,-875,"11%"
"Nebraska","Brown",191,1470,18,1679,-1279,"6%"
"Nebraska","Buffalo",6350,16640,NA,23589,-10290,"0%"
"Nebraska","Burt",1063,2580,NA,3731,-1517,"6%"
"Nebraska","Butler",873,3542,NA,4498,-2669,"0%"
"Nebraska","Cass",4737,10121,NA,15284,-5384,"0%"
"Nebraska","Cedar",725,4174,NA,4996,-3449,"0%"
"Nebraska","Chase",226,1740,NA,1993,-1514,"6%"
"Nebraska","Cherry",373,2844,NA,3265,-2471,"7%"
"Nebraska","Cheyenne",855,3813,NA,4765,-2958,"10%"
"Nebraska","Clay",632,2848,NA,3558,-2216,"1%"
"Nebraska","Colfax",1025,2636,65,3726,-1611,"0%"
"Nebraska","Cuming",870,3507,NA,4451,-2637,"2%"
"Nebraska","Custer",786,5090,NA,5993,-4304,"5%"
"Nebraska","Dakota",2744,3926,NA,6794,-1182,"3%"
"Nebraska","Dawes",1082,2931,NA,4121,-1849,"1%"
"Nebraska","Dawson",2497,6524,NA,9178,-4027,"5%"
"Nebraska","Deuel",141,871,20,1032,-730,"9%"
"Nebraska","Dixon",651,2335,NA,3083,-1684,"1%"
"Nebraska","Dodge",5544,10984,NA,16876,-5440,"3%"
"Nebraska","Douglas",150309,119117,NA,274869,31192,"0%"
"Nebraska","Dundy",105,883,NA,999,-778,"9%"
"Nebraska","Fillmore",693,2359,NA,3134,-1666,"5%"
"Nebraska","Franklin",276,1437,NA,1724,-1161,"8%"
"Nebraska","Frontier",189,1229,NA,1440,-1040,"3%"
"Nebraska","Furnas",399,2163,NA,2601,-1764,"1%"
"Nebraska","Gage",3385,7445,NA,11068,-4060,"2%"
"Nebraska","Garden",161,1016,NA,1195,-855,"2%"
"Nebraska","Garfield",133,933,NA,1075,-800,"2%"
"Nebraska","Gosper",215,893,NA,1118,-678,"1%"
"Nebraska","Grant",20,375,NA,402,-355,"11%"
"Nebraska","Greeley",229,1016,NA,1258,-787,"5%"
"Nebraska","Hall",7681,16189,NA,24374,-8508,"1%"
"Nebraska","Hamilton",1118,4309,NA,5533,-3191,"1%"
"Nebraska","Harlan",282,1615,NA,1928,-1333,"6%"
"Nebraska","Hayes",34,494,NA,534,-460,"12%"
"Nebraska","Hitchcock",175,1264,NA,1469,-1089,"12%"
"Nebraska","Holt",686,4769,NA,5537,-4083,"3%"
"Nebraska","Hooker",59,376,NA,442,-317,"5%"
"Nebraska","Howard",648,2786,NA,3501,-2138,"0%"
"Nebraska","Jefferson",1016,2616,NA,3716,-1600,"5%"
"Nebraska","Johnson",647,1518,NA,2229,-871,"5%"
"Nebraska","Kearney",701,2822,NA,3604,-2121,"2%"
"Nebraska","Keith",763,3544,NA,4364,-2781,"4%"
"Nebraska","Keya Paha",49,476,NA,529,-427,"9%"
"Nebraska","Kimball",268,1563,NA,1874,-1295,"1%"
"Nebraska","Knox",905,3721,NA,4697,-2816,"0%"
"Nebraska","Lancaster",82293,70092,NA,156091,12201,"0%"
"Nebraska","Lincoln",3692,13071,NA,17107,-9379,"5%"
"Nebraska","Logan",38,407,NA,450,-369,"11%"
"Nebraska","Loup",75,370,NA,454,-295,"0%"
"Nebraska","Madison",3478,11940,NA,15765,-8462,"1%"
"Nebraska","McPherson",17,275,NA,302,-258,"0%"
"Nebraska","Merrick",740,3407,120,4267,-2667,"0%"
"Nebraska","Morrill",386,2113,59,2558,-1727,"0%"
"Nebraska","Nance",359,1437,NA,1828,-1078,"0%"
"Nebraska","Nemaha",921,2428,NA,3423,-1507,"5%"
"Nebraska","Nuckolls",409,1857,NA,2303,-1448,"7%"
"Nebraska","Otoe",2490,5649,NA,8315,-3159,"0%"
"Nebraska","Pawnee",322,1071,NA,1429,-749,"5%"
"Nebraska","Perkins",199,1321,NA,1544,-1122,"5%"
"Nebraska","Phelps",752,4157,NA,5009,-3405,"5%"
"Nebraska","Pierce",480,3462,NA,4006,-2982,"1%"
"Nebraska","Platte",3260,12186,NA,15673,-8926,"3%"
"Nebraska","Polk",530,2291,NA,2879,-1761,"0%"
"Nebraska","Red Willow",811,4525,NA,5452,-3714,"6%"
"Nebraska","Richardson",996,3073,NA,4126,-2077,"3%"
"Nebraska","Rock",84,744,NA,841,-660,"6%"
"Nebraska","Saline",1986,3631,NA,5770,-1645,"0%"
"Nebraska","Sarpy",41206,51979,3008,96193,-10773,"0%"
"Nebraska","Saunders",3331,9108,NA,12735,-5777,"0%"
"Nebraska","Scotts Bluff",4196,10952,NA,15469,-6756,"4%"
"Nebraska","Seward",2438,6490,NA,9142,-4052,"0%"
"Nebraska","Sheridan",340,2292,NA,2672,-1952,"9%"
"Nebraska","Sherman",343,1322,NA,1698,-979,"4%"
"Nebraska","Sioux",72,642,NA,729,-570,"12%"
"Nebraska","Stanton",532,2561,72,3165,-2029,"0%"
"Nebraska","Thayer",624,2308,NA,2980,-1684,"1%"
"Nebraska","Thomas",45,377,NA,427,-332,"7%"
"Nebraska","Thurston",1122,1180,NA,2325,-58,"6%"
"Nebraska","Valley",412,1901,NA,2340,-1489,"5%"
"Nebraska","Washington",3554,8583,NA,12413,-5029,"0%"
"Nebraska","Wayne",1022,3055,NA,4200,-2033,"1%"
"Nebraska","Webster",335,1511,NA,1876,-1176,"4%"
"Nebraska","Wheeler",59,438,NA,502,-379,"4%"
"Nebraska","York",1630,5337,NA,7143,-3707,"0%"
"New Hampshire","Belknap",16894,20899,660,38453,-4005,"NA%"
"New Hampshire","Carroll",16649,16150,473,33272,499,"NA%"
"New Hampshire","Cheshire",25506,17892,808,44206,7614,"NA%"
"New Hampshire","Coos",7640,8617,271,16528,-977,"NA%"
"New Hampshire","Grafton",33180,19905,904,53989,13275,"NA%"
"New Hampshire","Hillsborough",122344,104625,4071,231040,17719,"NA%"
"New Hampshire","Merrimack",48533,39711,1643,89887,8822,"NA%"
"New Hampshire","Rockingham",100064,95858,3021,198943,4206,"NA%"
"New Hampshire","Strafford",41721,30489,1519,73729,11232,"NA%"
"New Hampshire","Sullivan",12390,11508,485,24383,882,"NA%"
"New Jersey","Atlantic",73624,64326,2191,140141,9298,"0%"
"New Jersey","Bergen",285811,204277,7072,497160,81534,"0%"
"New Jersey","Burlington",154577,103326,8064,265967,51251,"0%"
"New Jersey","Camden",174575,86024,4313,264912,88551,"0%"
"New Jersey","Cape May",23941,33158,834,57933,-9217,"0%"
"New Jersey","Cumberland",32742,28952,881,62575,3790,"2%"
"New Jersey","Essex",266820,75475,NA,345311,191345,"3%"
"New Jersey","Gloucester",86702,83340,3411,173453,3362,"0%"
"New Jersey","Hudson",181452,65698,3308,250458,115754,"1%"
"New Jersey","Hunterdon",39457,43153,2063,84673,-3696,"0%"
"New Jersey","Mercer",122532,51461,3076,177069,71071,"2%"
"New Jersey","Middlesex",226245,143461,5975,375681,82784,"0%"
"New Jersey","Monmouth",181291,191808,5291,378390,-10517,"0%"
"New Jersey","Morris",153881,141134,5902,300917,12747,"0%"
"New Jersey","Ocean",119456,217740,5550,342746,-98284,"0%"
"New Jersey","Passaic",129097,92009,3224,224330,37088,"0%"
"New Jersey","Salem",14452,18781,736,33969,-4329,"0%"
"New Jersey","Somerset",111113,71994,3719,186826,39119,"0%"
"New Jersey","Sussex",34417,51566,2165,88148,-17149,"0%"
"New Jersey","Union",170245,80002,3794,254041,90243,"0%"
"New Jersey","Warren",24901,34769,1387,61057,-9868,"0%"
"New Mexico","Bernalillo",193756,116135,7698,317589,77621,"0%"
"New Mexico","Catron",595,1698,33,2326,-1103,"0%"
"New Mexico","Chaves",6381,15656,406,22443,-9275,"0%"
"New Mexico","Cibola",4745,3975,183,8903,770,"0%"
"New Mexico","Colfax",2611,3271,134,6016,-660,"9%"
"New Mexico","Curry",4307,10444,350,15101,-6137,"0%"
"New Mexico","DeBaca",231,656,14,901,-425,"0%"
"New Mexico","Dona Ana",47958,32802,1882,82642,15156,"0%"
"New Mexico","Eddy",5424,17454,344,23222,-12030,"0%"
"New Mexico","Grant",7590,6553,292,14435,1037,"2%"
"New Mexico","Guadalupe",1234,917,38,2189,317,"0%"
"New Mexico","Harding",179,319,7,505,-140,"22%"
"New Mexico","Hidalgo",829,1125,31,1985,-296,"4%"
"New Mexico","Lea",4061,16531,326,20918,-12470,"0%"
"New Mexico","Lincoln",3194,6942,170,10306,-3748,"0%"
"New Mexico","Los Alamos",7554,4278,461,12293,3276,"2%"
"New Mexico","Luna",3565,4407,132,8104,-842,"0%"
"New Mexico","McKinley",18023,7802,656,26481,10221,"0%"
"New Mexico","Mora",1745,903,38,2686,842,"11%"
"New Mexico","Otero",8485,14521,565,23571,-6036,"0%"
"New Mexico","Quay",1170,2634,69,3873,-1464,"3%"
"New Mexico","Rio Arriba",10990,5408,230,16628,5582,"22%"
"New Mexico","Roosevelt",1802,4634,172,6608,-2832,"0%"
"New Mexico","San Juan",18081,32874,1338,52293,-14793,"1%"
"New Mexico","San Miguel",7888,3421,222,11531,4467,"13%"
"New Mexico","Sandoval",40588,34174,1800,76562,6414,"0%"
"New Mexico","Santa Fe",62530,18329,1368,82227,44201,"0%"
"New Mexico","Sierra",2265,3542,138,5945,-1277,"0%"
"New Mexico","Socorro",3722,3255,183,7160,467,"0%"
"New Mexico","Taos",13033,3664,342,17039,9369,"3%"
"New Mexico","Torrance",2344,4772,165,7281,-2428,"0%"
"New Mexico","Union",383,1388,18,1789,-1005,"6%"
"New Mexico","Valencia",14263,17364,650,32277,-3101,"0%"
"Nevada","Carson City",12735,16113,891,29739,-3378,"4%"
"Nevada","Churchill",3051,9372,467,12890,-6321,"5%"
"Nevada","Clark",521852,430930,19728,972510,90922,"0%"
"Nevada","Douglas",11571,21630,924,34125,-10059,"1%"
"Nevada","Elko",4557,16741,669,21967,-12184,"5%"
"Nevada","Esmeralda",74,400,13,487,-326,"7%"
"Nevada","Eureka",105,895,17,1017,-790,"0%"
"Nevada","Humboldt",1689,5877,205,7771,-4188,"3%"
"Nevada","Lander",496,2198,71,2765,-1702,"8%"
"Nevada","Lincoln",330,2067,49,2446,-1737,"7%"
"Nevada","Lyon",8473,20914,851,30238,-12441,"0%"
"Nevada","Mineral",829,1423,83,2335,-594,"6%"
"Nevada","Nye",7288,17528,562,25378,-10240,"0%"
"Nevada","Pershing",547,1731,42,2320,-1184,"6%"
"Nevada","Storey",902,1908,67,2877,-1006,"9%"
"Nevada","Washoe",128128,116760,7254,252142,11368,"0%"
"Nevada","White Pine",859,3403,107,4369,-2544,"7%"
"New York","Albany",73189,45570,2770,121529,27619,"22%"
"New York","Allegany",6048,14135,599,20782,-8087,"1%"
"New York","Bronx",271835,55849,NA,329638,215986,"26%"
"New York","Brooklyn",514133,174731,NA,693937,339402,"23%"
"New York","Broome",46895,43720,2213,92828,3175,"4%"
"New York","Cattaraugus",9142,20295,NA,30051,-11153,"14%"
"New York","Cayuga",16143,19495,795,36433,-3352,"2%"
"New York","Chautauqua",23075,34846,1362,59283,-11771,"2%"
"New York","Chemung",11573,19388,NA,31646,-7815,"22%"
"New York","Chenango",8251,13464,554,22269,-5213,"1%"
"New York","Clinton",12690,14354,NA,27471,-1664,"24%"
"New York","Columbia",19764,14235,642,34641,5529,"0%"
"New York","Cortland",10367,10788,520,21675,-421,"4%"
"New York","Delaware",6420,11952,391,18763,-5532,"15%"
"New York","Dutchess",57720,59661,2158,119539,-1941,"15%"
"New York","Erie",198808,178349,NA,383952,20459,"19%"
"New York","Essex",6970,7953,NA,15185,-983,"21%"
"New York","Franklin",6586,8530,NA,15397,-1944,"19%"
"New York","Fulton",5804,13989,387,20180,-8185,"15%"
"New York","Genesee",9625,18876,703,29204,-9251,"1%"
"New York","Greene",7675,12722,485,20882,-5047,"15%"
"New York","Hamilton",1178,2225,57,3460,-1047,"4%"
"New York","Herkimer",7282,17038,446,24766,-9756,"16%"
"New York","Jefferson",17307,25629,912,43848,-8322,"0%"
"New York","Lewis",3823,8890,251,12964,-5067,"0%"
"New York","Livingston",12477,18182,742,31401,-5705,"7%"
"New York","Madison",14785,18402,900,34087,-3617,"0%"
"New York","Manhattan",377605,65001,4255,446861,312604,"40%"
"New York","Monroe",223936,145290,9535,378761,78646,"3%"
"New York","Montgomery",5746,11500,369,17615,-5754,"12%"
"New York","Nassau",392034,324858,9443,726335,67176,"0%"
"New York","Niagara",34809,51355,NA,87821,-16546,"15%"
"New York","Oneida",30542,51950,1781,84273,-21408,"17%"
"New York","Onondaga",116031,84743,5331,206105,31288,"12%"
"New York","Ontario",20779,25757,NA,47830,-4978,"18%"
"New York","Orange",61868,76218,NA,139956,-14350,"18%"
"New York","Orleans",5587,12126,441,18154,-6539,"1%"
"New York","Oswego",20824,31677,1286,53787,-10853,"0%"
"New York","Otsego",12986,14366,723,28075,-1380,"2%"
"New York","Putnam",24949,29277,884,55110,-4328,"0%"
"New York","Queens",412393,181225,4310,597928,231168,"37%"
"New York","Rensselaer",40969,36500,1940,79409,4469,"1%"
"New York","Rockland",50926,63830,1268,116024,-12904,"23%"
"New York","Saint Lawrence",13036,21862,NA,35519,-8826,"18%"
"New York","Saratoga",49697,55248,2638,107583,-5551,"16%"
"New York","Schenectady",31685,27544,NA,60591,4141,"20%"
"New York","Schoharie",4006,9010,NA,13374,-5004,"15%"
"New York","Schuyler",3902,5620,242,9764,-1718,"1%"
"New York","Seneca",6914,8329,387,15630,-1415,"0%"
"New York","Staten Island",67223,110094,NA,178751,-42871,"12%"
"New York","Steuben",11299,26781,NA,38797,-15482,"18%"
"New York","Suffolk",259463,333617,8181,601261,-74154,"21%"
"New York","Sullivan",10995,15555,NA,26931,-4560,"20%"
"New York","Tioga",9498,14616,655,24769,-5118,"1%"
"New York","Tompkins",22627,9644,871,33142,12983,"31%"
"New York","Ulster",42606,33580,NA,77667,9026,"19%"
"New York","Warren",11811,15200,NA,27625,-3389,"21%"
"New York","Washington",8537,14577,NA,23607,-6040,"14%"
"New York","Wayne",12799,23734,NA,37425,-10935,"16%"
"New York","Westchester",220963,126013,3773,350749,94950,"44%"
"New York","Wyoming",5073,13897,461,19431,-8824,"0%"
"New York","Yates",4217,6208,316,10741,-1991,"5%"
"Ohio","Adams",2156,9870,119,12145,-7714,"2%"
"Ohio","Allen",14149,33116,834,48099,-18967,"2%"
"Ohio","Ashland",6541,19407,457,26405,-12866,"0%"
"Ohio","Ashtabula",16497,26890,850,44237,-10393,"0%"
"Ohio","Athens",14772,10862,486,26120,3910,"0%"
"Ohio","Auglaize",4583,20451,362,25396,-15868,"0%"
"Ohio","Belmont",9138,23560,443,33141,-14422,"0%"
"Ohio","Brown",4380,16480,279,21139,-12100,"0%"
"Ohio","Butler",69613,114392,2670,186675,-44779,"6%"
"Ohio","Carroll",3251,10745,237,14233,-7494,"0%"
"Ohio","Champaign",5062,14589,352,20003,-9527,"0%"
"Ohio","Clark",24076,39032,1243,64351,-14956,"5%"
"Ohio","Clermont",34092,74570,2048,110710,-40478,"2%"
"Ohio","Clinton",4697,15488,378,20563,-10791,"0%"
"Ohio","Columbiana",13359,35726,875,49960,-22367,"0%"
"Ohio","Coshocton",4125,12325,318,16768,-8200,"0%"
"Ohio","Crawford",4916,15436,361,20713,-10520,"0%"
"Ohio","Cuyahoga",416176,202699,8285,627160,213477,"15%"
"Ohio","Darke",4731,22003,426,27160,-17272,"0%"
"Ohio","Defiance",5981,13038,362,19381,-7057,"0%"
"Ohio","Delaware",57735,66356,2227,126318,-8621,"0%"
"Ohio","Erie",17493,22160,763,40416,-4667,"10%"
"Ohio","Fairfield",30634,49714,NA,81564,-19080,"2%"
"Ohio","Fayette",2975,9473,178,12626,-6498,"0%"
"Ohio","Franklin",409144,211237,12151,632532,197907,"5%"
"Ohio","Fulton",6664,15731,406,22801,-9067,"0%"
"Ohio","Gallia",2990,10645,164,13799,-7655,"0%"
"Ohio","Geauga",21201,34143,677,56021,-12942,"0%"
"Ohio","Greene",34798,52072,1773,88643,-17274,"0%"
"Ohio","Guernsey",4577,13407,280,18264,-8830,"0%"
"Ohio","Hamilton",246266,177886,6777,430929,68380,"10%"
"Ohio","Hancock",11757,26310,704,38771,-14553,"6%"
"Ohio","Hardin",3062,9949,236,13247,-6887,"0%"
"Ohio","Harrison",1768,5792,103,7663,-4024,"0%"
"Ohio","Henry",4062,10479,247,14788,-6417,"2%"
"Ohio","Highland",3799,15678,199,19676,-11879,"0%"
"Ohio","Hocking",3880,9737,238,13855,-5857,"0%"
"Ohio","Holmes",1994,10796,188,12978,-8802,"0%"
"Ohio","Huron",7759,18956,475,27190,-11197,"0%"
"Ohio","Jackson",3311,11309,190,14810,-7998,"0%"
"Ohio","Jefferson",10018,22828,524,33370,-12810,"4%"
"Ohio","Knox",8589,22340,530,31459,-13751,"0%"
"Ohio","Lake",55514,73278,1990,130782,-17764,"3%"
"Ohio","Lawrence",7353,19759,NA,27427,-12406,"1%"
"Ohio","Licking",33055,59514,1827,94396,-26459,"0%"
"Ohio","Logan",5055,17964,390,23409,-12909,"0%"
"Ohio","Lorain",75667,79520,2581,157768,-3853,"3%"
"Ohio","Lucas",115411,81763,3385,200559,33648,"16%"
"Ohio","Madison",5698,13835,354,19887,-8137,"0%"
"Ohio","Mahoning",57641,59903,1646,119190,-2262,"0%"
"Ohio","Marion",8269,19023,579,27871,-10754,"0%"
"Ohio","Medina",39800,64598,1643,106041,-24798,"0%"
"Ohio","Meigs",2492,8316,159,10967,-5824,"0%"
"Ohio","Mercer",3981,19145,300,23426,-15164,"0%"
"Ohio","Miami",15663,41371,1043,58077,-25708,"0%"
"Ohio","Monroe",1605,5463,91,7159,-3858,"0%"
"Ohio","Montgomery",135064,129034,5066,269164,6030,"11%"
"Ohio","Morgan",1725,5041,90,6856,-3316,"0%"
"Ohio","Morrow",4048,14077,332,18457,-10029,"0%"
"Ohio","Muskingum",11971,27867,629,40467,-15896,"0%"
"Ohio","Noble",1170,5135,43,6348,-3965,"0%"
"Ohio","Ottawa",9008,14628,410,24046,-5620,"0%"
"Ohio","Paulding",2213,7086,185,9484,-4873,"0%"
"Ohio","Perry",4098,12357,221,16676,-8259,"0%"
"Ohio","Pickaway",7304,20593,417,28314,-13289,"0%"
"Ohio","Pike",3110,9157,157,12424,-6047,"0%"
"Ohio","Portage",35661,45990,1371,83022,-10329,"0%"
"Ohio","Preble",4493,17022,325,21840,-12529,"0%"
"Ohio","Putnam",3195,16412,340,19947,-13217,"0%"
"Ohio","Richland",17640,41472,863,59975,-23832,"2%"
"Ohio","Ross",10557,22278,530,33365,-11721,"0%"
"Ohio","Sandusky",10391,18487,612,29490,-8096,"3%"
"Ohio","Scioto",9080,22609,362,32051,-13529,"2%"
"Ohio","Seneca",8266,17086,496,25848,-8820,"3%"
"Ohio","Shelby",4399,19988,398,24785,-15589,"0%"
"Ohio","Stark",75904,111097,3092,190093,-35193,"8%"
"Ohio","Summit",151668,124833,4779,281280,26835,"8%"
"Ohio","Trumbull",44519,55194,1439,101152,-10675,"0%"
"Ohio","Tuscarawas",12889,30458,740,44087,-17569,"0%"
"Ohio","Union",11141,21669,725,33535,-10528,"1%"
"Ohio","Van Wert",3067,11650,277,14994,-8583,"0%"
"Ohio","Vinton",1306,4525,71,5902,-3219,"0%"
"Ohio","Warren",46069,87988,2384,136441,-41919,"0%"
"Ohio","Washington",9114,21798,NA,31382,-12684,"1%"
"Ohio","Wayne",16660,36759,861,54280,-20099,"7%"
"Ohio","Williams",4726,13218,NA,18290,-8492,"0%"
"Ohio","Wood",30617,35757,1277,67651,-5140,"0%"
"Ohio","Wyandot",2690,8248,NA,11122,-5558,"0%"
"Oklahoma","Adair",1387,5585,136,7108,-4198,"0%"
"Oklahoma","Alfalfa",232,1978,52,2262,-1746,"0%"
"Oklahoma","Atoka",765,4557,67,5389,-3792,"0%"
"Oklahoma","Beaver",190,1968,20,2178,-1778,"0%"
"Oklahoma","Beckham",1048,6767,133,7948,-5719,"0%"
"Oklahoma","Blaine",688,3136,77,3901,-2448,"0%"
"Oklahoma","Bryan",3323,12344,309,15976,-9021,"0%"
"Oklahoma","Caddo",2670,7013,176,9859,-4343,"0%"
"Oklahoma","Canadian",16742,43550,1648,61940,-26808,"0%"
"Oklahoma","Carter",4470,14699,310,19479,-10229,"0%"
"Oklahoma","Cherokee",6027,11223,464,17714,-5196,"0%"
"Oklahoma","Choctaw",1082,4698,52,5832,-3616,"0%"
"Oklahoma","Cimarron",70,970,14,1054,-900,"0%"
"Oklahoma","Cleveland",49827,66677,3274,119778,-16850,"0%"
"Oklahoma","Coal",374,2091,59,2524,-1717,"0%"
"Oklahoma","Comanche",13747,20905,979,35631,-7158,"0%"
"Oklahoma","Cotton",393,2117,62,2572,-1724,"0%"
"Oklahoma","Craig",1217,4686,129,6032,-3469,"0%"
"Oklahoma","Creek",6577,23294,634,30505,-16717,"0%"
"Oklahoma","Custer",2369,8060,262,10691,-5691,"0%"
"Oklahoma","Delaware",3472,13557,216,17245,-10085,"0%"
"Oklahoma","Dewey",214,2124,21,2359,-1910,"0%"
"Oklahoma","Ellis",162,1688,23,1873,-1526,"0%"
"Oklahoma","Garfield",4919,16970,541,22430,-12051,"0%"
"Oklahoma","Garvin",1865,8878,179,10922,-7013,"0%"
"Oklahoma","Grady",4144,18538,419,23101,-14394,"0%"
"Oklahoma","Grant",280,1916,30,2226,-1636,"0%"
"Oklahoma","Greer",328,1605,40,1973,-1277,"0%"
"Oklahoma","Harmon",177,747,9,933,-570,"0%"
"Oklahoma","Harper",136,1327,24,1487,-1191,"0%"
"Oklahoma","Haskell",783,4165,66,5014,-3382,"0%"
"Oklahoma","Hughes",919,3875,63,4857,-2956,"0%"
"Oklahoma","Jackson",1646,6392,183,8221,-4746,"0%"
"Oklahoma","Jefferson",319,2026,40,2385,-1707,"0%"
"Oklahoma","Johnston",738,3441,72,4251,-2703,"0%"
"Oklahoma","Kay",4040,12834,375,17249,-8794,"0%"
"Oklahoma","Kingfisher",854,5521,90,6465,-4667,"0%"
"Oklahoma","Kiowa",699,2673,55,3427,-1974,"0%"
"Oklahoma","Latimer",762,3437,50,4249,-2675,"0%"
"Oklahoma","LeFlore",3299,15213,293,18805,-11914,"0%"
"Oklahoma","Lincoln",2609,12013,266,14888,-9404,"0%"
"Oklahoma","Logan",5455,15608,511,21574,-10153,"0%"
"Oklahoma","Love",711,3305,60,4076,-2594,"0%"
"Oklahoma","Major",320,3084,63,3467,-2764,"0%"
"Oklahoma","Marshall",1100,4891,73,6064,-3791,"0%"
"Oklahoma","Mayes",3581,12749,296,16626,-9168,"0%"
"Oklahoma","McClain",3582,15295,359,19236,-11713,"0%"
"Oklahoma","McCurtain",1858,9485,124,11467,-7627,"0%"
"Oklahoma","McIntosh",2031,6172,132,8335,-4141,"0%"
"Oklahoma","Murray",1156,4612,126,5894,-3456,"0%"
"Oklahoma","Muskogee",8027,16526,528,25081,-8499,"0%"
"Oklahoma","Noble",1003,3821,114,4938,-2818,"0%"
"Oklahoma","Nowata",712,3610,69,4391,-2898,"0%"
"Oklahoma","Okfuskee",896,3058,84,4038,-2162,"0%"
"Oklahoma","Oklahoma",141724,145050,7966,294740,-3326,"0%"
"Oklahoma","Okmulgee",4357,9668,288,14313,-5311,"0%"
"Oklahoma","Osage",6002,14121,415,20538,-8119,"0%"
"Oklahoma","Ottawa",2686,8545,207,11438,-5859,"0%"
"Oklahoma","Pawnee",1363,5267,156,6786,-3904,"0%"
"Oklahoma","Payne",10904,17813,926,29643,-6909,"0%"
"Oklahoma","Pittsburg",3768,13851,305,17924,-10083,"0%"
"Oklahoma","Pontotoc",4117,10805,398,15320,-6688,"0%"
"Oklahoma","Pottawatomie",7275,20240,670,28185,-12965,"0%"
"Oklahoma","Pushmataha",668,4016,55,4739,-3348,"0%"
"Oklahoma","Roger Mills",168,1629,37,1834,-1461,"0%"
"Oklahoma","Rogers",9589,34031,933,44553,-24442,"0%"
"Oklahoma","Seminole",2150,6011,176,8337,-3861,"0%"
"Oklahoma","Sequoyah",3035,12113,238,15386,-9078,"0%"
"Oklahoma","Stephens",3154,15560,343,19057,-12406,"0%"
"Oklahoma","Texas",894,4505,122,5521,-3611,"0%"
"Oklahoma","Tillman",597,2076,35,2708,-1479,"0%"
"Oklahoma","Tulsa",108996,150574,7108,266678,-41578,"0%"
"Oklahoma","Wagoner",8464,26165,709,35338,-17701,"0%"
"Oklahoma","Washington",5790,17076,635,23501,-11286,"0%"
"Oklahoma","Washita",598,4086,93,4777,-3488,"0%"
"Oklahoma","Woods",591,2993,94,3678,-2402,"0%"
"Oklahoma","Woodward",1005,6611,169,7785,-5606,"0%"
"Oregon","Baker",2346,7352,234,9932,-5006,"0%"
"Oregon","Benton",35827,14878,2094,52799,20949,"0%"
"Oregon","Clackamas",139015,110476,NA,255664,28539,"0%"
"Oregon","Clatsop",12916,10218,NA,23764,2698,"0%"
"Oregon","Columbia",13835,17150,1236,32221,-3315,"0%"
"Oregon","Coos",14243,21829,1003,37075,-7586,"0%"
"Oregon","Crook",3801,11287,360,15448,-7486,"0%"
"Oregon","Curry",12116,16969,766,29851,-4853,"0%"
"Oregon","Deschutes",65962,55646,3626,125234,10316,"0%"
"Oregon","Douglas",19160,43298,1891,64349,-24138,"0%"
